"año_cd","ccaa_cd","zbs_residencia_cd","grupo_edad_cd","sexo_cd","tsi_cd","n_poblacion"
2019,"ES24",3617,14,2,2,1582
2020,"ES24",5414,9,2,0,6877
2021,"ES24",3705,14,2,4,5327
2015,"ES24",1201,9,2,7,5445
2019,"ES24",2522,10,1,2,8522
2014,"ES24",2516,6,1,3,9955
2021,"ES24",1108,6,1,1,7100
2021,"ES24",2515,10,1,5,186
2018,"ES24",1201,10,2,2,9916
2022,"ES24",4902,7,1,1,7724
2021,"ES24",1211,17,2,7,3081
2021,"ES24",5410,17,1,6,9025
2016,"ES24",4801,8,1,4,9563
2021,"ES24",1107,11,1,5,6988
2014,"ES24",4817,4,2,8,9340
2019,"ES24",3610,4,1,2,691
2014,"ES24",1215,9,2,4,8632
2018,"ES24",3604,15,2,1,6682
2021,"ES24",5413,11,1,7,2487
2015,"ES24",5405,13,1,4,9108
2014,"ES24",5413,10,1,8,5577
2018,"ES24",2522,14,2,6,4566
2022,"ES24",4908,2,2,6,4011
2020,"ES24",4810,11,1,6,4967
2017,"ES24",5409,10,1,1,7155
2014,"ES24",1103,9,2,4,336
2014,"ES24",4805,5,1,2,6636
2022,"ES24",1206,6,1,8,4051
2020,"ES24",1110,2,1,3,7908
2022,"ES24",3604,2,2,1,168
2013,"ES24",4810,2,1,0,2911
2018,"ES24",1202,1,1,3,7503
2013,"ES24",2525,9,2,0,8603
2022,"ES24",3706,12,2,2,3113
2022,"ES24",4903,16,1,8,738
2016,"ES24",2504,6,1,4,3371
2014,"ES24",3616,9,1,4,5856
2020,"ES24",4814,12,2,8,7540
2021,"ES24",3605,12,1,6,7394
2015,"ES24",3303,4,2,2,9189
2022,"ES24",3301,4,2,7,5084
2013,"ES24",2507,2,2,1,3660
2017,"ES24",4910,15,2,8,7067
2021,"ES24",5411,11,1,5,794
2022,"ES24",1106,10,2,0,4095
2019,"ES24",3707,14,1,8,2483
2017,"ES24",4911,7,2,5,6217
2022,"ES24",3710,1,2,3,5617
2022,"ES24",3604,5,1,6,4046
2013,"ES24",2520,5,2,1,9976
2022,"ES24",4906,17,2,4,5322
2018,"ES24",4810,14,2,2,9541
2021,"ES24",4906,9,2,6,5269
2018,"ES24",1107,1,2,0,6262
2016,"ES24",2525,17,1,0,6502
2014,"ES24",3701,17,1,5,2954
2021,"ES24",5414,7,1,4,2159
2016,"ES24",5406,4,2,8,5184
2014,"ES24",4910,11,2,5,1400
2017,"ES24",4814,14,2,2,7527
2013,"ES24",1208,8,2,1,8865
2014,"ES24",1202,18,2,3,7001
2014,"ES24",3604,14,2,8,8962
2013,"ES24",2504,15,2,3,1236
2017,"ES24",4806,16,1,0,4247
2021,"ES24",4808,2,1,1,4266
2022,"ES24",3605,3,1,1,1231
2018,"ES24",4807,4,1,6,7345
2022,"ES24",2505,4,1,4,3715
2019,"ES24",1208,11,1,6,374
2022,"ES24",3301,18,2,4,5129
2013,"ES24",3707,9,1,5,4680
2019,"ES24",1101,9,1,3,7767
2020,"ES24",2522,15,2,2,8379
2014,"ES24",2512,3,1,8,9024
2016,"ES24",4908,18,1,6,6665
2014,"ES24",4816,10,2,3,1391
2018,"ES24",3707,3,1,2,9415
2018,"ES24",2508,9,2,6,6234
2018,"ES24",2518,5,2,4,342
2019,"ES24",1106,12,2,0,814
2018,"ES24",3611,17,1,1,8759
2014,"ES24",4901,1,2,0,2353
2013,"ES24",4813,12,2,8,6042
2015,"ES24",2504,3,2,3,6645
2015,"ES24",1113,2,1,3,1367
2020,"ES24",5407,1,1,0,5485
2018,"ES24",4807,15,1,8,7348
2015,"ES24",3601,17,2,7,6824
2014,"ES24",3707,17,1,7,1938
2013,"ES24",3302,10,1,3,3720
2017,"ES24",4816,1,1,0,8805
2022,"ES24",3606,2,1,8,865
2015,"ES24",3610,4,2,6,7910
2013,"ES24",1207,16,2,4,2552
2022,"ES24",4813,12,1,1,5820
2018,"ES24",4910,7,1,4,6519
2021,"ES24",3611,6,2,1,6873
2022,"ES24",3303,11,2,8,4200
2020,"ES24",3612,5,2,4,8706
2022,"ES24",3601,2,1,7,3769
2014,"ES24",2502,2,2,8,1732
2021,"ES24",4903,16,2,5,9178
2019,"ES24",4802,4,1,4,5257
2018,"ES24",1209,18,1,7,5981
2013,"ES24",3601,8,1,6,3292
2019,"ES24",2516,4,2,4,6147
2018,"ES24",1215,9,2,1,9252
2016,"ES24",3304,10,2,6,6495
2021,"ES24",2522,6,1,4,5037
2015,"ES24",2509,10,1,3,7827
2022,"ES24",1112,1,1,5,7924
2022,"ES24",1202,1,1,2,134
2016,"ES24",1206,15,2,2,2822
2019,"ES24",2513,3,2,4,834
2015,"ES24",5405,5,1,6,3478
2019,"ES24",1104,7,1,2,9484
2020,"ES24",3302,3,1,8,4892
2015,"ES24",1109,16,1,5,6295
2019,"ES24",2522,1,2,1,9400
2021,"ES24",3703,16,1,3,1411
2020,"ES24",2509,15,2,4,3597
2022,"ES24",5410,14,1,1,8014
2019,"ES24",3608,11,2,4,1896
2017,"ES24",2510,7,2,1,1048
2022,"ES24",2510,6,1,5,3561
2017,"ES24",1113,7,2,2,31
2017,"ES24",5413,11,2,1,6838
2015,"ES24",1103,3,1,2,9549
2018,"ES24",2504,5,2,8,9663
2015,"ES24",1106,10,1,3,704
2017,"ES24",2512,12,2,2,7354
2022,"ES24",2508,16,2,8,8338
2017,"ES24",3304,14,1,3,8115
2016,"ES24",3605,17,2,3,4918
2017,"ES24",2507,10,2,5,4680
2015,"ES24",5411,10,1,6,1834
2015,"ES24",3702,13,1,2,545
2022,"ES24",4903,3,2,7,1750
2022,"ES24",4903,5,2,1,869
2020,"ES24",4901,10,2,4,2259
2013,"ES24",2512,10,1,8,8717
2017,"ES24",5405,14,2,4,8636
2019,"ES24",5410,7,2,7,5608
2018,"ES24",1203,8,2,6,8800
2013,"ES24",2516,14,2,6,3195
2018,"ES24",1111,7,1,2,9781
2013,"ES24",4809,9,1,7,8067
2021,"ES24",2518,17,2,0,3607
2013,"ES24",3603,11,2,0,2531
2016,"ES24",5405,12,2,0,9674
2022,"ES24",4904,8,1,8,7094
2017,"ES24",1108,5,1,4,7725
2016,"ES24",4910,11,2,1,5434
2020,"ES24",1107,9,2,1,8236
2019,"ES24",3602,7,1,1,9196
2017,"ES24",1111,17,2,3,2953
2018,"ES24",1207,7,2,8,2074
2021,"ES24",1210,10,2,1,2092
2019,"ES24",3706,3,2,0,446
2019,"ES24",4909,16,1,1,9325
2017,"ES24",2510,1,2,2,3082
2020,"ES24",4802,3,1,6,7823
2021,"ES24",4902,8,2,5,8588
2013,"ES24",2520,14,2,4,8562
2022,"ES24",4801,1,1,7,5693
2022,"ES24",3304,11,1,6,125
2018,"ES24",4807,12,1,6,3527
2017,"ES24",5409,5,2,7,2736
2016,"ES24",5406,14,2,7,9369
2018,"ES24",4905,18,2,6,5209
2014,"ES24",3706,4,2,0,836
2019,"ES24",4901,10,2,2,6926
2022,"ES24",4815,3,2,4,4050
2018,"ES24",5406,12,2,0,5090
2018,"ES24",3610,2,1,6,7656
2019,"ES24",3301,5,1,4,6135
2017,"ES24",2510,10,2,2,5878
2019,"ES24",2523,11,2,5,7617
2019,"ES24",2501,5,2,3,5828
2017,"ES24",4901,7,1,3,1037
2017,"ES24",4803,8,2,6,8552
2022,"ES24",4807,12,2,8,6900
2015,"ES24",4911,15,2,3,8595
2020,"ES24",3603,11,1,0,6320
2022,"ES24",2501,12,1,0,6613
2018,"ES24",1111,13,2,1,8762
2016,"ES24",5414,8,2,7,2391
2021,"ES24",1106,2,1,4,7517
2015,"ES24",1213,13,2,2,6593
2013,"ES24",2513,17,2,7,5907
2019,"ES24",4804,4,1,4,2005
2022,"ES24",4806,4,1,0,7820
2020,"ES24",2511,15,1,5,2257
2022,"ES24",4905,5,1,1,8164
2015,"ES24",4902,1,2,0,1437
2016,"ES24",1202,17,1,7,1190
2019,"ES24",4908,15,2,0,4817
2017,"ES24",1207,17,1,1,6470
2018,"ES24",1215,6,2,2,2229
2019,"ES24",3304,9,2,8,5048
2022,"ES24",2518,15,1,5,2103
2017,"ES24",4801,9,1,2,9701
2016,"ES24",4904,17,1,5,3715
2018,"ES24",5414,10,1,0,546
2021,"ES24",2508,1,1,7,2711
2020,"ES24",2508,7,1,4,2374
2018,"ES24",5403,12,1,7,2248
2014,"ES24",4810,12,2,6,8852
2015,"ES24",4903,4,2,4,6502
2021,"ES24",3709,18,1,6,3025
2017,"ES24",3611,18,1,8,6985
2015,"ES24",1104,13,1,8,7753
2019,"ES24",2515,13,2,6,2773
2020,"ES24",3617,2,1,2,9536
2017,"ES24",1108,8,2,1,8834
2017,"ES24",3709,15,1,8,627
2020,"ES24",5405,17,1,6,1462
2014,"ES24",5403,1,2,3,5585
2015,"ES24",3709,1,2,5,4727
2021,"ES24",4911,7,2,1,4593
2020,"ES24",3608,13,1,0,2813
2020,"ES24",4813,8,2,1,8066
2013,"ES24",4807,14,1,1,1218
2013,"ES24",4812,4,2,8,7415
2017,"ES24",2515,3,1,1,8493
2016,"ES24",3711,2,2,0,62
2019,"ES24",1208,4,1,7,3504
2015,"ES24",4812,10,1,4,1470
2019,"ES24",3617,18,1,6,8907
2022,"ES24",2511,2,1,4,9941
2022,"ES24",3601,7,2,2,7008
2014,"ES24",5405,17,1,1,8487
2016,"ES24",1202,15,2,2,3172
2015,"ES24",1104,18,1,5,1483
2017,"ES24",4903,14,2,4,222
2018,"ES24",5402,6,2,7,9544
2017,"ES24",2519,5,1,4,2852
2015,"ES24",2510,4,2,1,8766
2022,"ES24",3611,12,2,8,1319
2021,"ES24",2502,8,1,1,8282
2019,"ES24",1213,11,1,5,4904
2020,"ES24",2522,5,2,8,1265
2013,"ES24",1208,4,2,0,8984
2016,"ES24",1210,18,1,0,710
2022,"ES24",4908,9,2,6,599
2022,"ES24",4907,5,1,3,6629
2020,"ES24",2509,8,1,5,6766
2019,"ES24",3304,13,2,1,8288
2014,"ES24",2523,1,2,3,6677
2015,"ES24",2504,8,1,5,4781
2022,"ES24",2516,4,2,8,6587
2013,"ES24",4816,8,2,5,2646
2014,"ES24",2523,1,2,0,6429
2014,"ES24",4815,16,1,4,4833
2015,"ES24",4810,6,2,0,9509
2015,"ES24",3709,18,2,6,6582
2014,"ES24",3616,15,1,7,6617
2020,"ES24",2509,10,2,7,7833
2018,"ES24",4804,10,2,7,6146
2014,"ES24",1213,8,2,8,74
2021,"ES24",2520,9,2,6,4555
2013,"ES24",1214,11,2,8,4119
2014,"ES24",2520,1,1,7,7012
2016,"ES24",3604,3,2,2,2868
2015,"ES24",3606,14,2,7,7234
2018,"ES24",1207,9,2,1,5009
2019,"ES24",1213,14,2,0,6296
2017,"ES24",3611,10,1,3,9754
2022,"ES24",3605,3,2,2,5435
2019,"ES24",4814,9,1,7,3974
2017,"ES24",2524,16,1,4,4027
2018,"ES24",2524,6,1,6,2080
2020,"ES24",5404,18,1,4,4220
2016,"ES24",1215,15,1,1,9185
2014,"ES24",4812,5,1,4,8627
2018,"ES24",2524,17,1,7,9551
2013,"ES24",1106,10,2,7,3272
2016,"ES24",1103,11,2,6,2781
2017,"ES24",4802,11,1,6,1887
2019,"ES24",5405,10,2,8,3860
2021,"ES24",4809,11,1,5,2919
2018,"ES24",1214,5,1,0,6573
2021,"ES24",1112,7,1,7,56
2020,"ES24",5402,10,1,1,846
2017,"ES24",1205,7,1,2,2206
2017,"ES24",2502,15,2,4,9416
2015,"ES24",1202,18,1,5,7896
2015,"ES24",4806,2,1,7,1449
2018,"ES24",4902,1,2,2,5143
2022,"ES24",4809,16,2,2,1169
2013,"ES24",4907,13,1,2,3626
2013,"ES24",4808,12,1,3,9664
2018,"ES24",4813,13,1,7,5701
2021,"ES24",1105,16,2,7,6812
2018,"ES24",3616,11,2,8,495
2022,"ES24",3605,6,1,6,5188
2018,"ES24",2523,15,2,8,3887
2020,"ES24",2504,8,1,7,9620
2014,"ES24",5413,13,1,8,9079
2019,"ES24",2512,17,2,6,5949
2014,"ES24",3304,7,1,1,9150
2017,"ES24",3604,1,1,7,88
