año_cd,ccaa_cd,zbs_residencia_cd,grupo_edad_cd,sexo_cd,tsi_cd,n_poblacion
2017,ES22,16115110,16,0,0,5982
2018,ES70,50203,11,1,4,4313
2018,ES21,50308,6,0,2,1910
2019,ES13,5413,15,9,0,2623
2019,ES21,99038,8,1,6,5814
2018,ES64,140144,13,9,3,4327
2024,ES63,16084810,17,2,3,5111
2022,ES61,734000923,7,9,5,1285
2018,ES22,112,1,2,8,8041
2017,ES11,16091110,5,0,6,5823
2018,ES70,50605,12,1,3,7124
2020,ES30,709001788,15,9,7,3559
2019,ES21,2504,3,1,7,4753
2022,ES30,348,14,9,5,2807
2023,ES52,747001955,18,1,7,6088
2021,ES43,377,5,2,4,6800
2023,ES70,724002236,13,9,1,5320
2021,ES43,724002233,17,9,6,2830
2022,ES61,120253,3,2,2,181
2024,ES43,47022,6,2,6,1179
2020,ES22,47047,7,1,3,1022
2018,ES63,81,14,9,8,108
2022,ES42,060109,6,2,1,9780
2017,ES21,120243,2,9,6,1039
2020,ES62,737002016,11,0,6,8724
2021,ES13,50703,2,0,6,6884
2023,ES30,50404,15,0,4,4494
2022,ES62,27010,14,1,2,250
2024,ES11,737002008,10,1,3,3296
2021,ES42,2513,6,9,6,2545
2021,ES53,42010,16,9,4,3963
2019,ES21,747001941,8,9,8,8717
2019,ES61,5013,3,0,1,2816
2022,ES30,747001932,5,1,2,7258
2017,ES13,50103,17,1,1,2455
2017,ES52,0208,12,0,1,9216
2022,ES63,7,8,0,3,4194
2022,ES21,749001183,18,2,3,4270
2022,ES70,112,13,2,8,52
2024,ES24,747001957,5,0,8,8799
2018,ES21,50404,11,0,4,9818
2023,ES43,50203,4,0,8,379
2018,ES64,50514,16,1,7,3179
2021,ES21,724002237,7,1,8,9251
2023,ES12,737002031,10,0,5,8386
2018,ES61,16041710,18,1,1,3062
2022,ES51,22006,12,9,1,5188
2019,ES21,060129,6,9,7,5870
2023,ES12,120223,2,0,6,2549
2021,ES43,120115,2,9,8,7838
2024,ES41,50413,4,9,6,112
2017,ES51,060122,4,0,6,227
2023,ES64,50703,6,1,8,8686
2017,ES62,120252,12,1,1,5132
2023,ES51,42009,8,0,7,5982
2017,ES52,22025,12,1,8,3266
2020,ES21,47004,6,9,1,1902
2018,ES21,50605,18,1,8,4769
2018,ES64,120145,11,0,1,2255
2022,ES43,724002227,3,1,5,8075
2022,ES13,1105,17,2,2,8641
2024,ES43,120145,18,9,3,9449
2017,ES24,724002218,5,0,6,5000
2017,ES12,50402,11,1,4,8076
2017,ES63,060204,17,1,6,2613
2017,ES63,747004051,5,0,6,7378
2020,ES42,176,18,2,6,2005
2018,ES12,118,10,0,8,9147
2023,ES43,47018,2,1,1,6690
2021,ES23,3603,15,9,4,4102
2020,ES43,709001814,17,1,0,9104
2021,ES62,737002010,11,1,5,45
2021,ES64,50802,12,2,2,4190
2018,ES22,1111,1,0,0,8050
2018,ES70,060102,9,9,5,8704
2021,ES23,1907,14,2,5,5084
2022,ES61,747001970,2,1,7,4314
2022,ES61,2513,9,2,1,7999
2023,ES21,120214,10,1,1,496
2024,ES53,50800,18,2,8,7089
2017,ES11,4805,5,9,5,506
2024,ES23,740000965,16,1,5,9916
2023,ES62,747001948,5,1,1,1346
2022,ES70,747001948,1,0,0,3129
2020,ES24,140129,4,0,0,8294
2020,ES11,50303,4,1,7,6856
2020,ES23,709001809,9,0,7,3277
2021,ES43,709001796,8,0,2,5695
2017,ES24,740000960,14,0,8,5046
2023,ES13,27006,9,1,0,1783
2017,ES12,724002212,18,1,3,2075
2024,ES11,27012,4,1,3,7732
2017,ES23,4805,7,0,1,936
2021,ES23,1,1,0,3,7208
2023,ES13,4901,5,0,2,2480
2017,ES63,22019,1,9,0,3280
2017,ES21,120120,14,9,3,3066
2023,ES52,120106,7,9,3,4648
2023,ES42,742000757,10,9,1,4930
2019,ES13,4907,2,1,5,502
2018,ES21,060108,17,0,2,5713
2024,ES63,66,7,9,3,5458
2020,ES21,124,14,0,7,857
2017,ES64,709001802,5,1,3,3185
2020,ES63,43007,3,0,2,3143
2018,ES11,5402,3,2,5,2120
2021,ES61,44009,5,2,2,6012
2017,ES51,85,2,1,2,5161
2020,ES53,060201,13,1,1,9027
2023,ES12,22020,13,1,4,6035
2023,ES21,120240,14,1,8,6622
2017,ES13,734000922,14,1,6,1691
2020,ES22,3702,8,0,7,9702
2019,ES23,120266,14,0,7,8235
2018,ES62,42021,18,9,7,5173
2022,ES30,16113210,15,0,7,4985
2018,ES64,50807,5,9,0,9042
2018,ES43,747001969,5,9,8,1538
2018,ES70,742000764,7,1,8,1672
2018,ES52,50402,9,1,8,1488
2024,ES22,140145,10,1,1,9570
2017,ES12,749001182,4,9,3,4908
2020,ES24,50702,1,0,0,78
2023,ES30,397,2,2,1,41
2023,ES61,1503,2,2,2,5227
2020,ES52,317,5,9,7,1217
2022,ES53,1112,13,9,6,1307
2022,ES51,747001933,9,9,7,1925
2017,ES13,2107,3,0,1,7645
2017,ES53,011,9,9,7,1373
2023,ES12,4807,10,0,6,701
2023,ES64,2519,9,2,4,6796
2024,ES22,4814,7,0,8,6109
2020,ES21,734000928,1,0,4,6120
2024,ES64,22010,17,1,2,7681
2024,ES62,380,4,0,6,2571
2022,ES63,4908,8,9,0,6858
2022,ES12,737002033,3,2,2,141
2021,ES70,47019,2,1,5,7718
2024,ES64,1206,15,0,7,1763
2018,ES53,709001790,13,9,6,1196
2021,ES64,737002034,2,2,3,1892
2024,ES24,9,2,9,7,5938
2022,ES52,22019,11,0,8,7453
2024,ES43,0308,3,2,4,9228
2022,ES41,737002039,6,0,2,4743
2018,ES12,50102,11,1,4,2509
2019,ES13,120234,4,0,3,9885
2019,ES22,2524,13,9,0,2531
2018,ES63,1205,6,9,8,2266
2021,ES12,3602,7,9,6,3337
2023,ES43,737002037,11,2,2,6973
2021,ES43,43003,7,9,3,4189
2024,ES61,50513,1,2,8,225
2021,ES22,705000995,4,0,6,8682
2021,ES42,060118,14,1,4,9925
2018,ES41,2523,7,9,3,9191
2017,ES62,42008,11,0,1,9576
2024,ES63,2523,2,1,5,8574
2022,ES41,1907,1,9,6,6281
2024,ES43,2510,6,2,6,6931
2018,ES12,22014,5,2,4,3217
2017,ES62,120132,16,1,0,3991
2020,ES41,39,16,1,8,7467
2017,ES62,120249,13,0,7,5646
2020,ES63,709003511,2,2,2,2305
2018,ES53,50405,8,1,6,8962
2018,ES64,50609,17,9,7,7425
2023,ES53,749001189,12,9,7,2589
2023,ES51,118,12,2,0,7688
2022,ES52,27004,9,9,7,2613
2022,ES64,724002212,4,2,7,1777
2018,ES11,060209,15,1,5,2009
2021,ES12,120137,10,1,6,5321
2020,ES12,120101,17,2,4,8681
2019,ES51,737002024,3,1,4,4901
2022,ES64,724002242,14,2,6,2834
2022,ES63,737002028,8,1,0,9575
2021,ES53,50508,14,1,5,517
2024,ES42,1108,6,1,7,8720
2017,ES23,43016,10,2,4,3052
2024,ES64,67,12,2,3,3940
2017,ES62,3710,18,9,4,7516
2023,ES53,120141,16,1,1,2748
2017,ES13,69,14,9,0,5405
2020,ES53,4898,8,9,3,5056
2018,ES64,1702,4,2,7,9837
2021,ES13,5402,14,0,3,6326
2019,ES53,99018,12,0,1,5340
2021,ES64,120239,11,1,8,9766
2023,ES30,1109,17,0,0,8277
2019,ES12,27010,10,1,7,5359
2021,ES30,737002017,14,0,0,6040
2024,ES63,122,3,9,4,5055
2018,ES21,5026,13,9,3,6346
2018,ES21,737002038,10,2,2,5327
2020,ES52,50414,2,1,3,2297
2022,ES24,120205,11,2,1,5780
2024,ES42,47010,6,2,0,7693
2018,ES61,120266,9,1,7,9959
2024,ES61,1907,18,2,8,7347
2018,ES70,120226,9,0,5,9924
2024,ES41,50407,8,9,7,1528
2024,ES11,120155,3,2,3,6055
2023,ES23,0504,4,2,1,8988
2021,ES11,120129,15,1,0,4563
2021,ES13,140106,8,1,1,3030
2018,ES23,120227,2,0,0,942
2023,ES22,734000943,15,0,5,7130
2020,ES42,5017,1,1,4,2008
2017,ES12,47015,15,2,4,686
2021,ES24,43005,18,1,4,8086
2019,ES13,060207,2,1,0,7578
2024,ES41,5403,4,2,7,6203
2021,ES61,1205,15,1,6,8851
2024,ES53,42009,13,2,6,4800
2022,ES62,16112410,17,0,4,7461
2020,ES41,740000971,8,0,1,7809
2020,ES70,50505,2,9,0,6740
2024,ES11,4808,6,9,6,4105
2018,ES30,44008,5,0,6,7656
2023,ES52,22005,16,2,0,9016
2018,ES63,50406,4,2,6,3763
2018,ES13,27014,10,1,8,347
2020,ES21,747001930,17,9,6,5132
2017,ES53,0607,9,1,7,1142
2023,ES11,120254,6,9,7,2237
2021,ES61,737002039,13,0,8,399
2020,ES63,5412,12,9,0,1474
2023,ES62,42007,18,0,6,1697
2019,ES62,2507,9,0,4,5062
2020,ES70,258,16,0,2,2322
2020,ES24,16061610,15,0,4,2483
2019,ES30,705000991,17,2,8,1869
2020,ES30,062,13,1,3,684
2018,ES43,1110,5,1,0,2509
2017,ES13,4901,14,9,1,1195
2021,ES63,50405,17,1,7,3138
2021,ES53,120133,15,0,7,343
2020,ES30,705001002,3,9,3,6324
2019,ES21,5406,1,1,3,2822
2017,ES24,4902,15,9,0,8614
2021,ES12,3301,18,9,6,2634
2023,ES22,3604,2,1,4,9553
2022,ES52,120202,11,2,1,5244
2024,ES23,737002030,5,2,0,1355
2020,ES21,734000940,4,2,5,3239
2019,ES61,120223,6,2,0,4353
2019,ES70,50805,10,1,6,970
2023,ES52,16113210,14,9,4,4761
2024,ES53,120221,15,1,1,1725
2019,ES21,4810,11,9,4,9812
2022,ES13,737002015,8,1,4,5719
2019,ES43,50415,4,1,5,9002
2019,ES22,120205,17,2,8,4307
2024,ES30,27016,18,0,0,6624
2024,ES21,27019,14,1,7,809
2022,ES53,737002040,13,9,8,7889
2022,ES70,107,9,1,6,8254
2019,ES13,120105,11,1,2,2686
2020,ES53,009,15,9,7,991
2020,ES52,50410,2,9,6,1530
2018,ES64,50602,8,1,1,5244
2021,ES12,060201,12,2,3,3991
2022,ES24,50610,16,9,8,5419
2024,ES42,747001937,2,0,5,8175
2021,ES42,2525,11,2,2,8601
2020,ES21,22013,6,9,3,929
2023,ES13,50101,2,2,2,2215
2018,ES52,50403,5,2,5,3186
