año_cd,ccaa_cd,zbs_residencia_cd,grupo_edad_cd,sexo_cd,tsi_cd,n_poblacion
2018,ES23,27017,11,2,8,4313
2018,ES63,120235,6,9,4,1910
2019,ES51,44004,15,1,2,2623
2019,ES30,734000926,8,0,3,5814
2018,ES51,709001778,13,0,5,4327
2024,ES52,42001,17,2,7,5111
2022,ES13,57,7,0,2,1285
2018,ES70,71,1,0,7,8041
2017,ES23,43011,5,9,2,5823
2018,ES24,1214,12,0,3,7124
2020,ES13,737002016,15,0,2,3559
2019,ES52,1204,3,9,3,4753
2022,ES22,120138,14,0,7,2807
2023,ES52,4806,18,0,8,6088
2021,ES64,50511,5,1,3,6800
2023,ES52,4910,13,1,5,5320
2021,ES11,120216,17,9,2,2830
2022,ES13,120111,3,0,2,181
2024,ES63,747001955,6,2,7,1179
2020,ES70,26,7,0,3,1022
2018,ES61,50420,14,0,1,108
2022,ES63,747001945,6,0,1,9780
2017,ES70,5017,2,0,0,1039
2020,ES11,747001938,11,2,5,8724
2021,ES51,141,2,0,7,6884
2023,ES41,2516,15,9,3,4494
2022,ES24,16062110,14,2,4,250
2024,ES13,3705,10,9,4,3296
2021,ES41,5413,6,9,6,2545
2021,ES64,50301,16,9,7,3963
2019,ES52,4803,8,9,4,8717
2019,ES62,42015,3,1,7,2816
2022,ES43,749001183,5,9,8,7258
2017,ES21,5002,17,2,7,2455
2017,ES23,060204,12,2,5,9216
2022,ES24,737002016,8,0,2,4194
2022,ES63,709001802,18,0,7,4270
2022,ES12,060119,13,9,4,52
2024,ES43,1308,5,9,6,8799
2018,ES41,4804,11,9,7,9818
2023,ES22,50412,4,1,7,379
2018,ES62,120139,16,1,8,3179
2021,ES53,060106,7,0,0,9251
2023,ES62,114,10,2,2,8386
2018,ES51,120217,18,0,8,3062
2022,ES52,1108,12,1,0,5188
2019,ES61,50505,6,2,6,5870
2023,ES21,060209,2,1,3,2549
2021,ES12,737002041,2,9,3,7838
2024,ES64,120239,4,9,2,112
2017,ES23,34,4,0,0,227
2023,ES11,3610,6,1,2,8686
2017,ES64,3607,12,1,1,5132
2023,ES53,709001806,8,0,5,5982
2017,ES42,0215,12,1,0,3266
2020,ES23,50506,6,1,4,1902
2018,ES13,737002018,18,0,2,4769
2018,ES70,724002219,11,1,5,2255
2022,ES24,16072110,3,9,7,8075
2022,ES23,16062910,17,0,2,8641
2024,ES12,64,18,0,3,9449
2017,ES11,120234,5,0,3,5000
2017,ES64,060208,11,1,5,8076
2017,ES43,28,17,2,4,2613
2017,ES41,50415,5,1,1,7378
2020,ES62,5410,18,9,0,2005
2018,ES62,120105,10,1,2,9147
2023,ES64,47019,2,2,1,6690
2021,ES12,709001781,15,1,5,4102
2020,ES61,1109,17,1,6,9104
2021,ES21,734000931,11,9,3,45
2021,ES11,75,12,9,6,4190
2018,ES12,15,1,1,0,8050
2018,ES70,365,9,9,1,8704
2021,ES43,50303,14,9,8,5084
2022,ES12,1102,2,0,8,4314
2022,ES23,120244,9,1,6,7999
2023,ES70,5404,10,0,2,496
2024,ES21,16013210,18,0,8,7089
2017,ES53,046,5,2,7,506
2024,ES41,021,16,9,3,9916
2023,ES70,16061910,5,2,8,1346
2022,ES21,060104,1,1,2,3129
2020,ES62,740000964,4,2,2,8294
2020,ES11,1206,4,2,0,6856
2020,ES62,93,9,1,7,3277
2021,ES53,50102,8,1,0,5695
2017,ES62,50806,14,0,1,5046
2023,ES61,1108,9,2,0,1783
2017,ES70,734000924,18,0,3,2075
2024,ES70,50100,4,9,2,7732
2017,ES64,120207,7,2,0,936
2021,ES24,060105,1,1,1,7208
2023,ES24,120207,5,2,0,2480
2017,ES42,709002884,1,2,8,3280
2017,ES70,2509,14,1,3,3066
2023,ES61,734000928,7,0,8,4648
2023,ES62,50601,10,2,2,4930
2019,ES41,2309,2,2,7,502
2018,ES53,110,17,1,6,5713
2024,ES61,120225,7,0,2,5458
2020,ES11,1709,14,0,6,857
2017,ES51,709001793,5,9,0,3185
2020,ES43,737002023,3,2,3,3143
2018,ES52,,3,2,4,2120
2021,ES22,3605,5,0,5,6012
2017,ES42,96,2,9,1,5161
2020,ES70,286,13,9,5,9027
2023,ES41,4807,13,9,2,6035
2023,ES13,50306,14,9,0,6622
2017,ES21,50406,14,0,3,1691
2020,ES52,2521,8,2,0,9702
2019,ES70,43012,14,1,1,8235
2018,ES62,50610,18,0,4,5173
2022,ES22,5408,15,9,3,4985
2018,ES43,2505,5,2,1,9042
2018,ES64,742000753,5,2,6,1538
2018,ES13,120235,7,1,8,1672
2018,ES12,34,9,0,7,1488
2024,ES24,1203,10,9,0,9570
2017,ES51,16063610,4,1,3,4908
2020,ES53,16113410,1,9,4,78
2023,ES70,240,2,9,0,41
2023,ES22,1207,2,2,5,5227
2020,ES41,149,5,0,6,1217
2022,ES23,45,13,2,3,1307
2022,ES53,50605,9,9,5,1925
2017,ES12,1101,3,1,0,7645
2017,ES53,114,9,1,4,1373
2023,ES64,4804,10,1,8,701
2023,ES51,222,9,0,5,6796
2024,ES41,709001783,7,1,4,6109
2020,ES62,120110,1,1,3,6120
2024,ES53,705001004,17,0,0,7681
2024,ES13,120236,4,9,4,2571
2022,ES24,50107,8,2,4,6858
2022,ES51,1203,3,0,6,141
2021,ES43,060205,2,1,4,7718
2024,ES53,734000925,15,1,0,1763
2018,ES24,11,13,0,1,1196
2021,ES62,32,2,0,7,1892
2024,ES63,50407,2,2,3,5938
2022,ES52,737002036,11,1,0,7453
2024,ES21,120235,3,2,7,9228
2022,ES41,1114,6,0,3,4743
2018,ES23,1201,11,2,4,2509
2019,ES43,3301,4,2,6,9885
2019,ES24,747001936,13,0,3,2531
2018,ES70,120220,6,9,6,2266
2021,ES30,724002246,7,1,8,3337
2023,ES63,0506,11,0,8,6973
2021,ES64,060205,7,9,4,4189
2024,ES41,27006,1,2,5,225
2021,ES13,2505,4,1,7,8682
2021,ES64,50302,14,2,6,9925
2018,ES11,742000764,7,0,1,9191
2017,ES64,50800,11,9,4,9576
2024,ES43,50602,2,2,8,8574
2022,ES12,737002043,1,2,3,6281
2024,ES22,22005,6,1,4,6931
2018,ES53,740000969,5,9,7,3217
2017,ES53,50306,16,9,2,3991
2020,ES42,709001789,16,1,3,7467
2017,ES70,50304,13,9,6,5646
2020,ES30,060201,2,1,8,2305
2018,ES53,365,8,9,3,8962
2018,ES62,1103,17,1,8,7425
2023,ES62,41,12,2,2,2589
2023,ES41,27004,12,2,1,7688
2022,ES64,289,9,2,3,2613
2022,ES42,060211,4,2,6,1777
2018,ES13,5019,15,1,8,2009
2021,ES51,120110,10,1,1,5321
2020,ES12,709001810,17,2,1,8681
2019,ES51,709001810,3,2,8,4901
2022,ES22,709002884,14,9,5,2834
2022,ES24,749001167,8,0,5,9575
2021,ES22,7010910,14,2,3,517
2024,ES21,140302,6,0,7,8720
2017,ES42,5007,10,0,8,3052
2024,ES22,747001945,12,0,3,3940
2017,ES64,749001187,18,2,2,7516
2023,ES41,4909,16,9,6,2748
2017,ES61,1214,14,0,0,5405
2020,ES12,724002246,8,1,4,5056
2018,ES23,709001791,4,9,3,9837
2021,ES61,120146,14,2,1,6326
2019,ES62,120203,12,9,2,5340
2021,ES63,47004,11,2,5,9766
2023,ES52,403,17,1,2,8277
2019,ES51,724002240,10,2,1,5359
2021,ES43,120227,14,0,0,6040
2024,ES70,0309,3,0,1,5055
2018,ES43,709001781,13,9,5,6346
2018,ES11,120143,10,2,1,5327
2020,ES51,27010,2,1,3,2297
2022,ES53,43004,11,9,5,5780
2024,ES23,2525,6,2,7,7693
2018,ES30,22015,9,9,8,9959
2024,ES52,50400,18,1,4,7347
2018,ES23,50308,9,0,1,9924
2024,ES22,2508,8,0,6,1528
2024,ES52,42010,3,9,7,6055
2023,ES43,50508,4,2,2,8988
2021,ES13,709001794,15,0,7,4563
2021,ES12,2505,8,1,0,3030
2018,ES30,50105,2,0,7,942
2023,ES53,1203,15,9,6,7130
2020,ES41,120254,1,1,3,2008
2017,ES11,1105,15,1,7,686
2021,ES42,747001946,18,1,7,8086
2019,ES13,44005,2,0,4,7578
2024,ES12,50204,4,1,4,6203
2021,ES61,747001951,15,0,5,8851
2024,ES22,737002029,13,9,6,4800
2022,ES30,50405,17,0,4,7461
2020,ES12,120238,8,0,5,7809
2020,ES43,120130,2,9,1,6740
2024,ES63,120242,6,2,6,4105
2018,ES30,42006,5,9,0,7656
2023,ES42,62,16,2,3,9016
2018,ES64,16021610,4,9,8,3763
2018,ES52,47007,10,2,2,347
2020,ES21,737002035,17,1,6,5132
2017,ES61,120206,9,9,0,1142
2023,ES24,1501,6,1,3,2237
2021,ES53,724002222,13,9,0,399
2020,ES23,27006,12,1,4,1474
2023,ES41,2518,18,1,6,1697
2019,ES53,4814,9,0,3,5062
2020,ES52,42018,16,2,3,2322
2020,ES53,50701,15,1,1,2483
2019,ES30,120222,17,9,8,1869
2020,ES64,737002043,13,2,8,684
2018,ES64,116,5,2,1,2509
2017,ES53,47007,14,9,2,1195
2021,ES22,5021,17,2,0,3138
2021,ES42,16101310,15,0,1,343
2020,ES42,740000963,3,1,7,6324
2019,ES21,0913,1,1,1,2822
2017,ES41,1104,15,2,5,8614
2021,ES13,060211,18,9,3,2634
2023,ES52,5002,2,9,4,9553
2022,ES21,50420,11,1,3,5244
2024,ES24,99018,5,0,2,1355
2020,ES51,060105,4,1,6,3239
2019,ES61,120225,6,2,2,4353
2019,ES23,749001164,10,0,3,970
2023,ES24,737003692,14,9,6,4761
2024,ES52,120151,15,0,3,1725
2019,ES22,724002208,11,0,1,9812
2022,ES51,32,8,9,0,5719
2019,ES23,747001949,4,1,7,9002
2019,ES30,36,17,0,7,4307
2024,ES64,120130,18,2,8,6624
2024,ES22,47018,14,2,2,809
2022,ES63,1108,13,0,7,7889
2022,ES42,50106,9,1,2,8254
2019,ES13,120204,11,2,0,2686
2020,ES12,5013,15,0,1,991
2020,ES63,747001948,2,2,7,1530
2018,ES61,737003692,8,1,8,5244
2021,ES13,742000758,12,0,3,3991
2022,ES41,50417,16,2,1,5419
2024,ES12,120147,2,1,5,8175
2021,ES23,747001957,11,2,4,8601
2020,ES52,50500,6,1,1,929
2023,ES61,50405,2,0,6,2215
2018,ES41,50309,5,0,7,3186
