"codigo_nacional_farmaco_cd"|"codigo_descripcion"|"atc_farmaco_dispensado_cd"|"ddd_nomenclator_nm"|"ddd_por_envase"|"pvp_nomenclator_nm"|"precio_por_envase_nm"|"mme_total"
"605510"|"TRAMADOL/PARACETAMOL NORMON 37,5/325MG 500 COMPRIMID RECUB PELICUL EFG"|"N02AJ13"|300|1.67|59.82|59.82|1875
"606094"|"TRACIMOL 37,5MG/325MG 100 COMPRIMIDOS (BLISTER AL/PVC/PVDC) EFG"|"N02AJ13"|300|0.33|11.97|11.97|375
"606095"|"TRACIMOL 37,5MG/325MG 100 COMPRIMIDOS (TIRAS ALU/POLIET) EFG"|"N02AJ13"|300|0.33|11.97|11.97|375
"606092"|"TRAMADOL/PARACETAMOL FARMA TARBIS 37,5MG/325MG 100 COMPRIM (TIRAS) EFG"|"N02AJ13"|300|0.33|11.97|11.97|375
"606093"|"TRAMADOL/PARACETAMOL FARMA TARBIS 37,5MG/325MG 100 COMPRIM (BLIST) EFG"|"N02AJ13"|300|0.33|11.97|11.97|375
"606102"|"TRAMADOL/PARACETAMOL APOTEX 37,5MG/325MG 100 COMPRIMID RECUB PELIC EFG"|"N02AJ13"|300|0.33|11.97|11.97|375
"688657"|"CAPTOR 37,5MG/325MG 20 COMPRIMIDOS BLISTER EFG"|"N02AJ13"|300|0.07|0|0|75
"738807"|"OGLOS 20MG/ML 2ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|13.33|3.11|3.11|400
"747360"|"DOLVIRAN 400MG/10MG/50MG 20 COMPRIMIDOS"|"N02AJ07"|90|88.89|1.61|1.61|30
"747329"|"DOLVIRAN 400MG/10MG/50MG 10 SUPOSITORIOS ADULTOS"|"N02AJ07"|90|44.44|1.55|1.55|15
"830620"|"SUPRA-LEODIN 20 COMPRIMIDOS"|"N02AJ09"|90|0.22|1.94|1.94|0
"698702"|"TRAMADOL/PARACETAMOL AUROVITAS 37,5MG/325MG 20 COMPRIMIDOS REC PEL EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"697454"|"TRACIMOL 37,5MG/325MG 20 COMPRIMIDOS (BLISTER) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"697448"|"TRAMADOL/PARACETAMOL FARMA TARBIS 37,5/325MG 20 COMP (AL/PVC/PVDC) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"682706"|"TRAMADOL/PARACETAMOL RATIOPHARM 37,5MG/325MG 20 COMPRIM REC PELIC EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"671463"|"TRAMADOL/PARACETAMOL TEVA 37,5/325MG 20 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"680698"|"TRAMADOL/PARACETAMOL SANDOZ 37,5/325MG 20 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"688666"|"TRAMADOL/PARACETAMOL APOTEX AG 37,5MG/325MG 20 COMPRIMIDOS (BLIST) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"689861"|"TRAMADOL/PARACETAMOL TECNIGEN 37,5/325MG 20 COMPRIM (AL/PVC/PVDC) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"662457"|"ZALDIAR 37,5MG/325MG 20 COMPRIMIDOS EFERVESCENTES"|"N02AJ13"|300|0.07|2.97|2.97|75
"651443"|"PAZITAL 37,5MG/325MG 20 COMPRIMIDOS RECUBIERTOS PELICULA"|"N02AJ13"|300|0.07|2.97|2.97|75
"718239"|"PONTALSIC 37,5MG/325MG 20 COMPRIMIDOS RECUBIERTOS PELICULA"|"N02AJ13"|300|0.07|2.97|2.97|75
"688661"|"CAPTOR 75MG/650MG 20 COMPRIMIDOS BLISTER"|"N02AJ13"|300|0.07|5.92|5.92|150
"694656"|"TRAMADOL/PARACETAMOL KRKA 75MG/650MG 20 COMPRIMIDOS RECUBIERT PELICULA"|"N02AJ13"|300|0.07|5.92|5.92|75
"694660"|"TRAMADOL/PARACETAMOL KRKA 75MG/650MG 60 COMPRIMIDOS RECUBIERT PELICULA"|"N02AJ13"|300|0.2|17.75|17.75|225
"706066"|"TRAMADOL/PARACETAMOL RATIOPHARM 37,5MG/325MG 60 COMPR REC PEL BLIS EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"697523"|"TRAMADOL/PARACETAMOL TEVA 75/650MG 20 COMP REC PEL (BLIST PVC/PVDC/AL)"|"N02AJ13"|300|0.07|5.92|5.92|150
"688678"|"DILIBAN 75MG/650MG 60 COMPRIMIDOS (BLISTER)"|"N02AJ13"|300|0.2|17.75|17.75|450
"718486"|"PONTALSIC 37,5MG/325MG 60 COMPRIMIDOS RECUBIERTOS PELICULA"|"N02AJ13"|300|0.2|8.88|8.88|225
"688672"|"TRAMADOL/PARACETAMOL STADAGEN 75MG/650MG 20 COMPRIMIDOS BLISTER"|"N02AJ13"|300|0.07|5.92|5.92|150
"714048"|"ZALDIAR 37,5MG/325MG 60 COMPRIMIDOS RECUBIERTOS PELICULA"|"N02AJ13"|300|0.2|8.88|8.88|225
"697450"|"TRAMADOL/PARACETAMOL FARMA TARBIS 37,5/325MG 60 COMP (AL/PVC/PVDC) EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"688849"|"TRACIMOL 75MG/650MG 20 COMPRIMIDOS"|"N02AJ13"|300|0.07|5.92|5.92|75
"701097"|"TRAMADOL/PARACETAMOL ALTER 37,5MG/325MG 20 COMPR REC PELI (PVC-AL) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"689865"|"TRAMADOL/PARACETAMOL TECNIGEN 37,5MG/325MG 60 COMPRIMIDOS EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"683650"|"TRAMADOL/PARACETAMOL CINFA 37,5/325MG 20 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"687940"|"TRAMADOL/PARACETAMOL MABO 37,5/325MG 20 COMPRIMIDOS RECUB PELICULA EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"681769"|"TRAMADOL/PARACETAMOL NORMON 37,5/325MG 20 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"694416"|"TRAMADOL/PARACETAMOL KRKA 37,5/325MG 20 COMPRIMIDOS RECUB PELICULA EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"704257"|"TRAMADOL/PARACETAMOL QUALIGEN 37,5/325MG 20 COMPRIM EFERVESCENTES EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"704253"|"TRAMADOL/PARACETAMOL STADA 37,5MG/325MG 20 COMPRIMIDOS EFERVESCENT EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"703977"|"TRAMADOL/PARACETAMOL TEVA 37,5/325MG 60 COMPRIMIDOS RECUB PELICULA EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"688677"|"DILIBAN 75MG/650MG 20 COMPRIMIDOS (BLISTER)"|"N02AJ13"|300|0.07|5.92|5.92|150
"697529"|"TRAMADOL/PARACETAMOL RATIOPHARM 75MG/650MG 20 COMPRIMIDOS RECUB PELIC"|"N02AJ13"|300|0.07|5.92|5.92|150
"684893"|"TRAMADOL/PARACETAMOL VIATRIS 37,5MG/325MG 20 COMPRIMIDOS REC PELIC EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"692346"|"TRAMADOL/PARACETAMOL PENSA 37,5/325MG 20 COMP (BLIST AL/PVC-PVDC) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"696874"|"TRAMADOL/PARACETAMOL COMBIX 37,5/325MG 20 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"688082"|"TRAMADOL/PARACETAMOL QUALIGEN 37,5/325MG 20 COMPRIMIDOS RECUB PELI EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"685280"|"TRAMADOL/PARACETAMOL AUROVITAS SP 37,5MG/325MG 20 COMPRIM REC PEL EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"700313"|"TRAMADOL/PARACETAMOL CINFA 75MG/650MG 20 COMPRIM REC PEL (PVC/PVDC/AL"|"N02AJ13"|300|0.07|5.92|5.92|150
"700314"|"TRAMADOL/PARACETAMOL CINFA 75MG/650MG 60 COMPRIM REC PEL (PVC/PVDC/AL"|"N02AJ13"|300|0.2|17.75|17.75|450
"728787"|"TRAMADOL/PARACETAMOL AUROVITAS 37,5MG/325MG 60 COMPRIMIDOS REC PEL EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"726587"|"TRAMADOL/PARACETAMOL NORMON 75MG/650MG 20 COMPRIMIDOS"|"N02AJ13"|300|0.07|5.92|5.92|150
"726589"|"TRAMADOL/PARACETAMOL NORMON 75MG/650MG 60 COMPRIMIDOS"|"N02AJ13"|300|0.2|17.75|17.75|450
"725795"|"TRAMADOL/PARACETAMOL SANDOZ 37,5MG/325MG 60 COMPRIMIDOS REC PELIC EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"719151"|"CLANDERON 37,5MG/325MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"967448"|"OGLOS 20MG/ML 2ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|1.33|0.84|0.84|40
"653394"|"DARVON 100MG 10 CAPSULAS"|"N02AC04"|300|3.33|1.64|1.64|0
"656724"|"PENTAZOCINA FIDES 30MG 10 AMPOLLAS 1ML INYECTABLE"|"N02AD01"|200|1.5|4.61|4.61|111
"827477"|"BOLIDOL CODEINA 500MG/30MG 20 SOBRES GRANULADO EFERVESCENTE"|"N02AJ06"|90|0.22|2.83|2.83|90
"672863"|"PARACETAMOL/CODEINA PHARMAKERN 500MG/30MG 20 COMPRIMIDOS EFG"|"N02AJ06"|90|0.22|2.34|2.34|90
"670174"|"ANALGILASA 500MG/30MG/10MG 20 COMPRIMIDOS RECUBIERTOS PELICULA"|"N02AJ06"|90|0.22|0|0|30
"909473"|"CO-DAFALGAN 20 COMPRIMIDOS RECUBIERTOS"|"N02AJ06"|90|0.22|2.72|2.72|90
"975516"|"ANALGIOL 20 COMPRIMIDOS"|"N02AJ06"|90|0.22|1.76|1.76|90
"746164"|"DISDOLEN CODEINA 1200MG/30MG 30 SOBRES MONODOSIS"|"N02AJ09"|90|0.33|7.88|7.88|135
"944108"|"MIGRALEVE 20 COMPRIMIDOS"|"N02AJ09"|90|0.22|0|0|24
"697447"|"TRAMADOL/PARACETAMOL FARMA TARBIS 37,5/325MG 20 COMP (TIRAS AL/PO) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"683652"|"TRAMADOL/PARACETAMOL GOIBELA 37,5/325MG 20 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.07|3.34|3.34|75
"688813"|"TRAMADOL/PARACETAMOL ABAMED 37,5MG/325MG 20 COMPRIMIDOS (AL/PE) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"688664"|"TRAMADOL/PARACETAMOL APOTEX AG 37,5/325MG 20 COMPRIMIDOS (TIRAS) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"696136"|"TRAMADOL/PARACETAMOL ALTER 37,5/325MG 20 COMP REC PE (PVC-PVDC-AL) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"692335"|"TRAMADOL/PARACETAMOL PENSA 37,5/325MG 20 COMPRIMIDOS (AL/POLIETIL) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"692841"|"TRAMADOL/PARACETAMOL VISO FARM 37,5MG/325MG 20 COMPRIMIDOS REC PE EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"666255"|"DOLOCATIL CODEINA 500MG/15MG 30 COMPRIMIDOS"|"N02AJ06"|90|0.33|2.5|2.5|67.5
"757898"|"FIORINAL CODEINA 10 CAPSULAS"|"N02AJ09"|90|0.11|1.61|1.61|15
"719600"|"CLANDERON 75MG/650MG 60 COMPRIMIDOS EFERVESCENTES (TUBO)"|"N02AJ13"|300|0.2|17.75|17.75|450
"721927"|"TRAMADOL/PARACETAMOL AUROVITAS SP 37,5MG/325MG 60 COMPRIM REC PEL EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"719598"|"CLANDERON 37,5MG/325MG 60 COMPRIMIDOS EFERVESCENTES (TUBO) EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"723913"|"TRAMADOL/PARACETAMOL COMBIX 37,5MG/325MG 60 COMPRIMIDOS RECUB PELI EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"681991"|"TRAMADOL/PARACETAMOL KERN PHARMA 37,5MG/325MG 60 COMPRIMID REC PEL EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"714014"|"ZALDIAR 37,5MG/325MG 20 COMPRIMIDOS RECUBIERTOS PELICULA"|"N02AJ13"|300|0.07|2.97|2.97|75
"688816"|"TRAMADOL/PARACETAMOL ABAMED 37,5MG/325MG 60 COMPRIMIDOS EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"688673"|"TRAMADOL/PARACETAMOL STADAGEN 75MG/650MG 60 COMPRIMIDOS (BLISTER)"|"N02AJ13"|300|0.2|17.75|17.75|450
"694338"|"TRAMADOL/PARACETAMOL ALMUS 37,5MG/325MG 60 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"727211"|"TRAMADOL/PARACETAMOL QUALIGEN 75MG/650MG 20 COMPRIMIDOS RECUB PELICULA"|"N02AJ13"|300|0.07|5.92|5.92|150
"700311"|"TRAMADOL/PARACETAMOL CINFA 75MG/650MG 20 COMPRIMIDOS REC PEL (PVC BLAN"|"N02AJ13"|300|0.07|5.92|5.92|75
"681552"|"TRAMADOL/PARACETAMOL VEGAL 37,5/325MG 20 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.07|3.34|3.34|75
"719152"|"CLANDERON 75MG/650MG 60 COMPRIMIDOS RECUBIERTOS PELICULA"|"N02AJ13"|300|0.2|17.75|17.75|450
"711361"|"CLANDERON 37,5MG/325MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"694342"|"TRAMADOL/PARACETAMOL VIR 37,5MG/325MG 20 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"683651"|"TRAMADOL PARACETAMOL CINFA 37,5MG/325MG 60 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"679647"|"TALGO CODEINA 300MG/30MG 20 COMPRIMIDOS"|"N02AJ06"|90|0.22|2.5|2.5|90
"685148"|"TRAMADOL/PARACETAMOL STADA 37,5MG/325MG 20 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"688814"|"TRAMADOL/PARACETAMOL ABAMED 37,5/325MG 20 COMPRIMID (AL/PVC/PVDC) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"694420"|"TRAMADOL/PARACETAMOL KRKA 37,5MG/325MG 60 COMPRIMIDOS RECUB PELIC EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"714602"|"TRAMADOL/PARACETAMOL UXA 37,5MG/325MG 20 COMPRIMIDOS RECUB PELICUL EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"710260"|"TRAMADOL/PARACETAMOL TAD 37,5MG/325MG 20 COMPRIMIDOS RECUB PELICUL EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"710261"|"TRAMADOL/PARACETAMOL TAD 37,5MG/325MG 60 COMPRIMIDOS RECUB PELICUL EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"651444"|"PAZITAL 37,5MG/325MG 60 COMPRIMIDOS RECUBIERTOS PELICULA"|"N02AJ13"|300|0.2|8.88|8.88|225
"688825"|"TRAMADOL/PARACETAMOL MUNDOGEN 37,5/325MG 20 COMPRIM (AL/PVC/PVDC) EFG"|"N02AJ13"|300|0.07|3.34|3.34|75
"688824"|"TRAMADOL/PARACETAMOL MUNDOGEN 37,5/325MG 20 COMPRIMIDOS (AL/PE) EFG"|"N02AJ13"|300|0.07|3.34|3.34|75
"833640"|"TERMALDINA CODEINA 650MG/30MG 8 SUPOSITORIOS ADULTOS"|"N02AJ06"|90|0.09|1.73|1.73|36
"697453"|"TRACIMOL 37,5MG/325MG 20 COMPRIMIDOS (TIRAS) EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"747097"|"DOLMEN 500MG/10MG/250MG 10 COMPRIMIDOS EFERVESCENTES"|"N02AJ07"|90|55.56|2.08|2.08|15
"702041"|"TRAMADOL/PARACETAMOL BRILL PHARMA 37,5MG/325MG 20 COMPRIM REC PEL EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"706068"|"TRAMADOL/PARACETAMOL APOTEX 37,5MG/325MG 60 COMPRIMID RECUB PELIC EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"705270"|"TRAMADOL/PARACETAMOL BLUEPHARMA 37,5MG/325MG 60 COMPRIMID REC PELI EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"697509"|"TRAMADOL/PARACETAMOL APOTEX 37,5MG/325MG 20 COMPR REC PELIC BLIST EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"705268"|"TRAMADOL/PARACETAMOL BLUEPHARMA 37,5MG/325MG 20 COMPRIMID REC PELI EFG"|"N02AJ13"|300|0.07|2.97|2.97|75
"722332"|"TRAMADOL/PARACETAMOL VIATRIS 37,5MG/325MG 60 COMPRIMIDOS RECUB PEL EFG"|"N02AJ13"|300|0.2|8.88|8.88|225
"679639"|"PARACETAMOL/CODEINA LEVEL 24MG/2,4MG/ML 240ML 1 FRASCO SOLUCION ORAL"|"N02AJ06"|90|2.67|2.5|2.5|86.4
"911693"|"DOLOCATIL CODEINA 650MG/30MG 20 COMPRIMIDOS"|"N02AJ06"|90|0.22|2.5|2.5|90
"603029"|"ZALDIAR 37,5MG/325MG 100 COMPRIMIDOS RECUBIERTOS PELICULA"|"N02AJ13"|300|0.33|11.97|11.97|375
"721854"|"TRAMADOL/PARACETAMOL DAVUR 75MG/650MG 20 COMPRIMIDOS"|"N02AJ13"|300|0.07|0|0|75
"993584"|"ANALGILASA 20 COMPRIMIDOS"|"N02AJ06"|90|0.22|1.68|1.68|30
"650291"|"ALGIDOL 20 SOBRES MONODOSIS GRANULADO SUSPENSION ORAL"|"N02AJ06"|90|0.22|2.9|2.9|30
"685149"|"COD-EFFERALGAN 500MG/30MG 16 COMPRIMIDOS EFERVESCENTES"|"N02AJ06"|90|0.18|2.41|2.41|72
"687855"|"FLUDETEN 30MG/500MG 20 COMPRIMIDOS EFERVESCENTES"|"N02AJ06"|90|0.22|2.89|2.89|90
"711812"|"DOLGESIC CODEINA 500MG/15MG 30 COMPRIMIDOS"|"N02AJ06"|90|0.33|2.49|2.49|67.5
"986430"|"ALGIDOL 12 SOBRES MONODOSIS GRANULADO SUSPENSION ORAL"|"N02AJ06"|90|0.13|1.8|1.8|18
"707729"|"ANALGILASA 12 SUPOSITORIOS"|"N02AJ06"|90|0.13|0|0|18
"608117"|"BUPREX 0,3MG 50 AMPOLLAS 1ML SOLUCION INYECTABLE"|"N02AE01"|1.2|12.5|27.73|27.73|450
"600957"|"TRAMADOL STADA 50MG 500 CAPSULAS EFG"|"N02AX02"|300|83.33|0|0|2500
"642736"|"ADOLONTA 100MG 100 AMPOLLAS 2ML SOLUCION INYECTABLE"|"N02AX02"|300|33.33|42.39|42.39|1000
"600262"|"ADOLONTA RETARD 100MG 500 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|166.66|225.67|225.67|5000
"616110"|"TRAMADOL FARMASIERRA 50MG 100 CAPSULAS EFG"|"N02AX02"|300|16.66|8.39|8.39|500
"625541"|"TRAMADOL TARBIS 200MG 500 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|333.33|161.17|161.17|10000
"645531"|"TRALGIOL 50MG 500 CAPSULAS"|"N02AX02"|300|83.33|121.22|121.22|2500
"645549"|"TRAMADOL STADA 100MG 100 AMPOLLAS 2ML SOLUCION INYECTABLE EFG"|"N02AX02"|300|33.33|42.4|42.4|1000
"605469"|"TRAMADOL STADA 100MG/ML 30ML 20 FRASCOS GOTAS ORALES SOLUCION"|"N02AX02"|300|200|91.03|91.03|300
"609545"|"TRAMADOL MAXMIND 50MG 500 CAPSULAS EFG"|"N02AX02"|300|83.33|41.54|41.54|2500
"620781"|"TRAMADOL NORMON 50MG 500 CAPSULAS EFG"|"N02AX02"|300|83.33|41.54|41.54|2500
"628354"|"TRAMADOL NORMON 100MG 100 AMPOLLAS 2ML SOLUCION INYECTABLE EFG"|"N02AX02"|300|33.33|42.39|42.39|1000
"600007"|"TRAMADOL ARISTO 50MG 500 CAPSULAS DURAS EFG"|"N02AX02"|300|83.33|41.54|41.54|2500
"632943"|"TIONER 100MG 100 AMPOLLAS 2ML SOLUCION INYECTABLE"|"N02AX02"|300|33.33|70.94|70.94|1000
"600320"|"ADOLONTA 100MG/ML 10ML 20 FRASCOS GOTAS ORALES SOLUCION"|"N02AX02"|300|66.66|94.22|94.22|200
"623769"|"TRAMADOL ARISTO 100MG 500 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|166.66|83.08|83.08|5000
"623793"|"TRAMADOL ARISTO 200MG 500 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|333.33|161.17|161.17|10000
"603101"|"TRAMADOL RETARD GRUNENTHAL 100MG 150 COMPRIMIDOS LIBERAC PROLONGAD EFG"|"N02AX02"|300|50|21.85|21.85|1500
"611905"|"ADOLONTA 100MG/ML 30ML 20 FRASCOS SOLUCION ORAL"|"N02AX02"|300|200|271.6|271.6|300
"620682"|"TRAMADOL TARBIS 100MG 500 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|166.66|83.08|83.08|5000
"607124"|"TRAMADOL ANDROMACO 100MG 100 AMPOLLAS 2ML SOLUCION INYEC/PERFUSION EFG"|"N02AX02"|300|33.33|42.39|42.39|1000
"606900"|"TRAMADOL AUROVITAS 50MG/ML 2ML 100 AMPOLLAS SOLUCION INYECT/PERFUS EFG"|"N02AX02"|300|33.33|42.39|42.39|1000
"605864"|"PALEXIA RETARD 25MG 100 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|6.25|25.73|25.73|1000
"603636"|"PALEXIA RETARD 250MG 100 X 1 ENVASE UNIDOSIS COMPRIM LIBERAC PROLONGAD"|"N02AX06"|400|62.5|213.01|213.01|10000
"649814"|"ZOMORPH 10MG 100 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AA01"|100|10|10.49|10.49|1000
"647834"|"MST CONTINUS 60MG 100 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA01"|100|60|66.5|66.5|6000
"647842"|"MST CONTINUS 100MG 500 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA01"|100|500|99.75|99.75|50000
"647826"|"MST CONTINUS 30MG 100 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA01"|100|30|35.88|35.88|3000
"647818"|"MST CONTINUS 10MG 100 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AA01"|100|10|14.95|14.95|1000
"605246"|"MORFINA LANNACHER 10MG 100 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|10|13.33|13.33|1000
"605261"|"MORFINA LANNACHER 100MG 100 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|100|88.16|88.16|10000
"605279"|"MORFINA LANNACHER 200MG 100 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|200|140.98|140.98|20000
"649798"|"ZOMORPH 60MG 100 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AA01"|100|60|46.65|46.65|6000
"649806"|"ZOMORPH 30MG 100 CAPSULAS DURAS LIBERACION PRLONGADA"|"N02AA01"|100|30|25.17|25.17|3000
"621789"|"PENTAZOCINA FIDES 30MG 50 AMPOLLAS 1ML INYECTABLE"|"N02AD01"|200|7.5|12.64|12.64|555
"680903"|"BREAKYL 800MCG 10 PELICULAS BUCALES"|"N02AB03"|0.6|13.33|82.39|82.39|1440
"695939"|"AVARIC 67MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC/ALU)"|"N02AB03"|0.6|0.44|6.43|6.43|34.84
"695983"|"AVARIC 800MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC-ALU)"|"N02AB03"|0.6|40|146.59|146.59|3120
"695985"|"AVARIC 800MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|5.33|19.78|19.78|416
"695980"|"AVARIC 800MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC-ALU)"|"N02AB03"|0.6|5.33|19.78|19.78|416
"695949"|"AVARIC 133MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC-ALU)"|"N02AB03"|0.6|6.65|95.83|95.83|518.7
"695947"|"AVARIC 133MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC-ALU)"|"N02AB03"|0.6|0.88|12.79|12.79|69.16
"689403"|"BREAKYL 200MCG 10 PELICULAS BUCALES"|"N02AB03"|0.6|3.33|26.46|26.46|360
"680894"|"BREAKYL 400MCG 10 PELICULAS BUCALES"|"N02AB03"|0.6|6.66|52.92|52.92|720
"680898"|"BREAKYL 600MCG 10 PELICULAS BUCALES"|"N02AB03"|0.6|10|79.38|79.38|1080
"663584"|"INSTANYL 100MCG/DOSIS 40 DOSIS 1 FRASCO 5ML SOLUC PULVERIZACION NASAL"|"N02AB03"|0.6|6.66|325.01|325.01|640
"663587"|"INSTANYL 200MCG/DOSIS 40 DOSIS 1 FRASCO 5ML SOLUC PULVERIZACION NASAL"|"N02AB03"|0.6|13.33|325.01|325.01|1280
"642751"|"ADOLONTA 50MG 500 CAPSULAS"|"N02AX02"|300|83.33|41.54|41.54|2500
"720313"|"MORFINA B. BRAUN 20MG/ML 20ML 1 VIAL SOLUCION INYECTABLE"|"N02AA01"|30|13.33|0|0|400
"649780"|"ZOMORPH 100MG 100 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AA01"|100|100|69.95|69.95|10000
"741181"|"MORFINA SERRA 10MG/ML 1ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|3.33|2.89|2.89|100
"662854"|"EFFENTORA 400MCG 4 COMPRIMIDOS BUCALES"|"N02AB03"|0.6|2.66|21.17|21.17|208
"662855"|"EFFENTORA 600MCG 4 COMPRIMIDOS BUCALES"|"N02AB03"|0.6|4|31.75|31.75|312
"662856"|"EFFENTORA 800MCG 4 COMPRIMIDOS BUCALES"|"N02AB03"|0.6|5.33|36.72|36.72|416
"669879"|"ADOLONTA 100MG/ML 10ML SOLUCION ORAL"|"N02AX02"|300|3.33|5.28|5.28|100
"909515"|"TRALGIOL 50MG 20 CAPSULAS"|"N02AX02"|300|3.33|3.12|3.12|100
"653857"|"TRALGIOL 50MG 60 CAPSULAS"|"N02AX02"|300|10|0|0|300
"669127"|"MST CONTINUS 30MG/SOBRE 30 SOBRES GRANULADO SUSPENSION ORAL"|"N02AA01"|100|9|14.52|14.52|900
"731026"|"MORFINA B. BRAUN 20MG/ML 2ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|13.33|2.97|2.97|400
"661165"|"MST UNICONTINUS 200MG 30 CAPSULAS LIBERACION CONTROLADA"|"N02AA01"|100|60|65.14|65.14|6000
